channel_acq,test_coupon,num_past_purch,spent_last_purchase,weeks_since_visit,browsing_minutes,shopping_cart,trans_after,revenue_after, prediction_using_neural_network
1.0,1.0,5.0,117.98,4.0,14.0,0.0,0.0,0.0,0.05213511735200882
3.0,0.0,0.0,0.0,2.0,18.0,1.0,0.0,0.0,0.26979494094848633
2.0,0.0,0.0,0.0,4.0,18.0,0.0,0.0,0.0,0.030412012711167336
1.0,0.0,1.0,49.49,6.0,22.0,0.0,0.0,0.0,0.022585073485970497
3.0,1.0,2.0,53.99,0.0,17.0,0.0,0.0,0.0,0.12503507733345032
1.0,0.0,3.0,70.49,5.0,10.0,0.0,0.0,0.0,0.020070938393473625
1.0,0.0,3.0,60.99,0.0,6.0,0.0,0.0,0.0,0.07534755021333694
1.0,0.0,5.0,61.99,1.0,16.0,0.0,0.0,0.0,0.14714586734771729
3.0,1.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,0.14608024060726166
3.0,1.0,0.0,0.0,3.0,16.0,0.0,0.0,0.0,0.08739419281482697
1.0,1.0,4.0,70.99,3.0,8.0,1.0,0.0,0.0,0.20329198241233826
1.0,1.0,1.0,73.99,5.0,11.0,1.0,0.0,0.0,0.03303968161344528
3.0,0.0,0.0,0.0,3.0,29.0,0.0,0.0,0.0,0.1095147356390953
3.0,0.0,1.0,67.49,4.0,14.0,0.0,0.0,0.0,0.031186042353510857
2.0,1.0,8.0,66.49,6.0,21.0,0.0,1.0,53.192,0.20049519836902618
3.0,1.0,0.0,0.0,4.0,20.0,0.0,0.0,0.0,0.0748233050107956
5.0,1.0,1.0,51.99,5.0,6.0,0.0,0.0,0.0,0.061230920255184174
1.0,1.0,0.0,0.0,4.0,14.0,0.0,0.0,0.0,0.016510406509041786
3.0,0.0,1.0,65.98,6.0,8.0,0.0,0.0,0.0,0.017792509868741035
3.0,1.0,0.0,0.0,4.0,25.0,0.0,0.0,0.0,0.08758260309696198
1.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.01720980927348137
2.0,1.0,2.0,147.98,4.0,26.0,0.0,0.0,0.0,0.02125626429915428
1.0,1.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.012210571207106113
3.0,1.0,4.0,57.99,6.0,29.0,0.0,0.0,0.0,0.3777990937232971
2.0,1.0,0.0,0.0,4.0,7.0,1.0,0.0,0.0,0.07535133510828018
2.0,0.0,1.0,134.97,5.0,21.0,0.0,0.0,0.0,0.011765317060053349
3.0,0.0,2.0,76.99,4.0,5.0,0.0,0.0,0.0,0.04660473018884659
2.0,0.0,0.0,0.0,3.0,24.0,0.0,0.0,0.0,0.04971886798739433
3.0,1.0,0.0,0.0,4.0,24.0,0.0,0.0,0.0,0.08488262444734573
1.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.014886819757521152
3.0,0.0,0.0,0.0,6.0,4.0,1.0,0.0,0.0,0.060988228768110275
3.0,1.0,1.0,71.99,5.0,21.0,0.0,0.0,0.0,0.021048130467534065
1.0,1.0,2.0,149.98,5.0,17.0,0.0,0.0,0.0,0.00885196402668953
3.0,1.0,0.0,0.0,4.0,14.0,0.0,0.0,0.0,0.061776623129844666
1.0,1.0,1.0,58.99,4.0,23.0,1.0,0.0,0.0,0.05239975079894066
2.0,1.0,4.0,185.97,1.0,17.0,0.0,0.0,0.0,0.10165382921695709
1.0,1.0,2.0,69.99,6.0,14.0,1.0,0.0,0.0,0.04164956882596016
1.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.006694861222058535
2.0,0.0,3.0,68.99,2.0,16.0,0.0,0.0,0.0,0.07825294882059097
1.0,0.0,3.0,71.99,0.0,7.0,1.0,0.0,0.0,0.2915685474872589
1.0,0.0,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.007200043648481369
1.0,1.0,1.0,53.99,4.0,10.0,0.0,0.0,0.0,0.009051225148141384
3.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.040801044553518295
2.0,0.0,0.0,0.0,4.0,16.0,1.0,0.0,0.0,0.08361943066120148
1.0,0.0,0.0,0.0,4.0,26.0,0.0,0.0,0.0,0.020407866686582565
3.0,1.0,1.0,46.99,6.0,22.0,0.0,0.0,0.0,0.06538458168506622
1.0,1.0,2.0,257.96,4.0,4.0,1.0,0.0,0.0,0.040410418063402176
1.0,0.0,3.0,155.97,4.0,17.0,0.0,1.0,51.99,0.02144542895257473
1.0,1.0,6.0,69.99,3.0,10.0,0.0,0.0,0.0,0.11706370115280151
1.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.006694861222058535
1.0,1.0,3.0,52.49,4.0,2.0,0.0,0.0,0.0,0.022914698347449303
3.0,0.0,3.0,58.49,0.0,15.0,0.0,0.0,0.0,0.20942936837673187
2.0,0.0,1.0,60.49,4.0,13.0,1.0,1.0,60.49,0.08792459964752197
1.0,1.0,1.0,71.49,4.0,17.0,0.0,0.0,0.0,0.00891877431422472
1.0,0.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,0.018408184871077538
3.0,0.0,4.0,88.98,4.0,22.0,0.0,0.0,0.0,0.12026876211166382
3.0,1.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.1242397278547287
2.0,0.0,1.0,71.99,4.0,16.0,0.0,0.0,0.0,0.017940014600753784
3.0,0.0,1.0,120.98,2.0,18.0,1.0,0.0,0.0,0.20223687589168549
1.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.007936161942780018
3.0,0.0,3.0,84.99,0.0,6.0,0.0,0.0,0.0,0.1903384029865265
1.0,1.0,2.0,116.98,1.0,4.0,0.0,0.0,0.0,0.026853594928979874
3.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.10085514187812805
2.0,1.0,2.0,63.99,2.0,18.0,0.0,1.0,51.192,0.04385029152035713
1.0,1.0,3.0,155.97,5.0,9.0,1.0,0.0,0.0,0.06661459058523178
3.0,0.0,2.0,43.99,7.0,15.0,0.0,0.0,0.0,0.05835781246423721
3.0,1.0,2.0,65.49,2.0,23.0,0.0,0.0,0.0,0.07600072771310806
2.0,1.0,0.0,0.0,7.0,8.0,1.0,0.0,0.0,0.03257355839014053
1.0,1.0,1.0,69.49,4.0,2.0,0.0,0.0,0.0,0.008333074860274792
2.0,1.0,4.0,78.99,2.0,4.0,0.0,0.0,0.0,0.09836767613887787
1.0,1.0,2.0,58.99,6.0,3.0,0.0,0.0,0.0,0.0081230029463768
3.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,0.09368855506181717
1.0,0.0,2.0,57.49,2.0,17.0,1.0,0.0,0.0,0.13752594590187073
1.0,0.0,4.0,167.97,6.0,5.0,0.0,0.0,0.0,0.018447190523147583
3.0,0.0,0.0,0.0,7.0,20.0,0.0,0.0,0.0,0.02587343379855156
2.0,0.0,8.0,69.99,2.0,22.0,0.0,0.0,0.0,0.5015573501586914
2.0,1.0,3.0,129.98,1.0,15.0,0.0,1.0,51.992,0.07448990643024445
1.0,1.0,11.0,37.99,2.0,11.0,1.0,1.0,30.392,0.8797155022621155
1.0,1.0,0.0,0.0,6.0,20.0,1.0,0.0,0.0,0.033660199493169785
1.0,1.0,1.0,119.97,1.0,12.0,0.0,0.0,0.0,0.017154794186353683
3.0,1.0,1.0,147.98,4.0,20.0,0.0,0.0,0.0,0.022210055962204933
3.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.08104158192873001
1.0,0.0,1.0,115.98,5.0,13.0,0.0,0.0,0.0,0.006825073156505823
3.0,1.0,2.0,69.99,0.0,17.0,1.0,0.0,0.0,0.41455990076065063
1.0,0.0,4.0,63.49,3.0,3.0,0.0,0.0,0.0,0.0539439357817173
3.0,0.0,1.0,219.96,2.0,11.0,0.0,0.0,0.0,0.03446994349360466
1.0,0.0,1.0,62.49,2.0,7.0,0.0,0.0,0.0,0.017388321459293365
2.0,0.0,0.0,0.0,5.0,19.0,0.0,0.0,0.0,0.023343510925769806
3.0,0.0,1.0,59.99,3.0,5.0,0.0,0.0,0.0,0.0397481694817543
1.0,1.0,4.0,48.49,2.0,6.0,0.0,0.0,0.0,0.06398182362318039
1.0,0.0,6.0,58.99,4.0,23.0,0.0,0.0,0.0,0.13894328474998474
4.0,0.0,4.0,44.99,6.0,3.0,0.0,0.0,0.0,0.12506896257400513
3.0,0.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.038352448493242264
3.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.15432998538017273
3.0,1.0,2.0,66.99,7.0,10.0,1.0,0.0,0.0,0.09156998246908188
3.0,0.0,0.0,0.0,2.0,21.0,0.0,0.0,0.0,0.11266546696424484
1.0,1.0,2.0,49.49,0.0,17.0,0.0,0.0,0.0,0.044777873903512955
2.0,1.0,2.0,37.49,0.0,8.0,0.0,1.0,29.991999999999997,0.07536093890666962
1.0,1.0,1.0,64.99,0.0,18.0,0.0,0.0,0.0,0.026902591809630394
3.0,1.0,4.0,57.99,6.0,1.0,0.0,0.0,0.0,0.06260214000940323
2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.02182331681251526
5.0,1.0,1.0,78.99,5.0,4.0,0.0,0.0,0.0,0.056456923484802246
4.0,0.0,1.0,76.99,5.0,14.0,0.0,0.0,0.0,0.040154118090867996
1.0,1.0,1.0,59.99,0.0,20.0,0.0,0.0,0.0,0.02753889001905918
2.0,1.0,5.0,53.99,6.0,20.0,0.0,0.0,0.0,0.13949312269687653
4.0,0.0,0.0,0.0,5.0,16.0,1.0,1.0,46.49,0.2085721343755722
1.0,1.0,8.0,109.98,7.0,2.0,1.0,1.0,43.992,0.3433822691440582
1.0,0.0,1.0,67.49,6.0,2.0,1.0,0.0,0.0,0.02856370247900486
2.0,1.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.13340619206428528
1.0,0.0,3.0,57.99,2.0,20.0,0.0,0.0,0.0,0.048378124833106995
1.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.11191914230585098
4.0,1.0,1.0,73.49,0.0,19.0,0.0,0.0,0.0,0.12827417254447937
3.0,1.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.16844312846660614
3.0,1.0,3.0,46.99,0.0,15.0,0.0,0.0,0.0,0.19053460657596588
1.0,0.0,0.0,0.0,1.0,17.0,1.0,0.0,0.0,0.11033344268798828
3.0,1.0,0.0,0.0,4.0,9.0,1.0,0.0,0.0,0.1473686546087265
3.0,1.0,3.0,69.49,4.0,19.0,0.0,1.0,55.592,0.06982102990150452
2.0,1.0,3.0,126.98,2.0,18.0,1.0,0.0,0.0,0.24500486254692078
1.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.011004271917045116
2.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.11070801317691803
1.0,1.0,0.0,0.0,7.0,15.0,0.0,0.0,0.0,0.006888411473482847
1.0,0.0,1.0,61.49,1.0,19.0,0.0,0.0,0.0,0.02418631501495838
1.0,1.0,2.0,54.99,4.0,12.0,0.0,0.0,0.0,0.01478046178817749
2.0,1.0,4.0,70.49,0.0,23.0,1.0,2.0,112.78399999999999,0.5244088768959045
1.0,0.0,3.0,95.98,6.0,20.0,0.0,0.0,0.0,0.014985009096562862
2.0,0.0,4.0,149.98,5.0,21.0,0.0,0.0,0.0,0.04716518893837929
1.0,0.0,4.0,149.98,5.0,11.0,0.0,1.0,74.99,0.026111645624041557
5.0,1.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.28557273745536804
1.0,0.0,2.0,62.49,4.0,7.0,0.0,0.0,0.0,0.016386160627007484
2.0,0.0,1.0,65.99,6.0,9.0,0.0,0.0,0.0,0.010253895074129105
1.0,1.0,1.0,48.99,1.0,15.0,0.0,0.0,0.0,0.0211940985172987
3.0,0.0,0.0,0.0,4.0,16.0,1.0,0.0,0.0,0.15305623412132263
1.0,1.0,0.0,0.0,2.0,18.0,0.0,0.0,0.0,0.03429225832223892
1.0,1.0,3.0,215.97,4.0,15.0,0.0,1.0,57.592,0.01550712063908577
1.0,1.0,2.0,63.99,0.0,5.0,0.0,0.0,0.0,0.04067671671509743
1.0,0.0,4.0,54.99,1.0,21.0,1.0,0.0,0.0,0.36445167660713196
1.0,1.0,5.0,47.99,0.0,1.0,0.0,0.0,0.0,0.15873406827449799
1.0,1.0,2.0,84.99,4.0,14.0,0.0,0.0,0.0,0.013727839104831219
3.0,1.0,2.0,265.96,5.0,26.0,0.0,0.0,0.0,0.020345279946923256
1.0,0.0,4.0,79.99,0.0,10.0,1.0,0.0,0.0,0.39976996183395386
3.0,1.0,1.0,56.49,1.0,22.0,0.0,0.0,0.0,0.06345654278993607
3.0,1.0,8.0,188.97,6.0,21.0,0.0,1.0,50.391999999999996,0.2647830843925476
2.0,1.0,1.0,47.49,3.0,3.0,1.0,0.0,0.0,0.09727638214826584
1.0,1.0,2.0,69.99,3.0,22.0,0.0,0.0,0.0,0.01949775218963623
3.0,0.0,1.0,50.49,0.0,25.0,0.0,0.0,0.0,0.19254690408706665
1.0,1.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.015433636493980885
3.0,1.0,1.0,32.99,2.0,15.0,0.0,0.0,0.0,0.10168453305959702
3.0,0.0,0.0,0.0,6.0,15.0,1.0,0.0,0.0,0.08649520576000214
1.0,1.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.03579890727996826
3.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.319397896528244
1.0,0.0,4.0,69.99,3.0,15.0,0.0,0.0,0.0,0.05607270076870918
1.0,0.0,3.0,38.49,4.0,19.0,0.0,0.0,0.0,0.09029826521873474
2.0,1.0,4.0,54.99,0.0,1.0,0.0,0.0,0.0,0.16585673391819
3.0,0.0,0.0,0.0,5.0,18.0,0.0,0.0,0.0,0.04374038055539131
1.0,1.0,1.0,205.96,0.0,5.0,1.0,1.0,41.192,0.08275328576564789
3.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,54.99,0.12100794166326523
3.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.04973435774445534
1.0,1.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.007110160309821367
2.0,0.0,3.0,173.97,5.0,22.0,1.0,0.0,0.0,0.12874075770378113
2.0,0.0,3.0,36.99,4.0,12.0,0.0,0.0,0.0,0.0600467249751091
1.0,1.0,1.0,129.98,6.0,7.0,0.0,0.0,0.0,0.004172666929662228
5.0,0.0,2.0,65.99,0.0,20.0,1.0,0.0,0.0,0.7229335904121399
2.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.05635799467563629
1.0,0.0,0.0,0.0,4.0,26.0,0.0,0.0,0.0,0.020407866686582565
3.0,1.0,4.0,52.99,1.0,17.0,0.0,0.0,0.0,0.22456872463226318
1.0,1.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.057757243514060974
3.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.1816394329071045
3.0,0.0,5.0,60.49,4.0,21.0,0.0,0.0,0.0,0.18147701025009155
1.0,1.0,5.0,67.49,4.0,24.0,0.0,0.0,0.0,0.06249454990029335
2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.04631205275654793
2.0,1.0,2.0,206.97,2.0,24.0,0.0,0.0,0.0,0.030566610395908356
3.0,1.0,5.0,48.99,4.0,8.0,1.0,0.0,0.0,0.5095271468162537
1.0,0.0,6.0,227.97,6.0,1.0,1.0,1.0,75.99,0.17657701671123505
3.0,1.0,4.0,97.98,4.0,16.0,0.0,1.0,39.192,0.10013704746961594
3.0,0.0,4.0,42.99,3.0,9.0,0.0,0.0,0.0,0.16119696199893951
2.0,1.0,6.0,40.99,5.0,24.0,0.0,0.0,0.0,0.3382122814655304
2.0,1.0,1.0,149.98,2.0,1.0,0.0,0.0,0.0,0.032931555062532425
3.0,0.0,3.0,132.98,1.0,18.0,0.0,0.0,0.0,0.14197887480258942
4.0,0.0,3.0,197.97,0.0,11.0,0.0,0.0,0.0,0.23524729907512665
1.0,0.0,0.0,0.0,7.0,11.0,1.0,0.0,0.0,0.015262498520314693
3.0,0.0,0.0,0.0,7.0,24.0,0.0,0.0,0.0,0.029562145471572876
3.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,0.09368855506181717
1.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.008245107717812061
1.0,1.0,0.0,0.0,4.0,8.0,1.0,0.0,0.0,0.04084332659840584
1.0,1.0,0.0,0.0,2.0,23.0,1.0,0.0,0.0,0.1160695031285286
1.0,0.0,1.0,59.99,1.0,20.0,0.0,0.0,0.0,0.024404091760516167
3.0,0.0,5.0,67.99,4.0,7.0,0.0,1.0,67.99,0.18011662364006042
3.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.048139579594135284
3.0,1.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.14578618109226227
2.0,0.0,1.0,56.99,3.0,11.0,0.0,0.0,0.0,0.02388891950249672
1.0,1.0,7.0,101.98,5.0,9.0,0.0,0.0,0.0,0.10189641267061234
1.0,0.0,0.0,0.0,5.0,22.0,0.0,0.0,0.0,0.0131988525390625
1.0,0.0,7.0,67.99,4.0,22.0,0.0,0.0,0.0,0.16931840777397156
3.0,0.0,10.0,60.49,0.0,12.0,0.0,1.0,60.49,0.8884631991386414
2.0,1.0,0.0,0.0,4.0,18.0,0.0,0.0,0.0,0.03673078864812851
3.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.042376428842544556
4.0,0.0,2.0,125.98,0.0,14.0,0.0,0.0,0.0,0.19005821645259857
2.0,1.0,6.0,49.99,7.0,10.0,0.0,0.0,0.0,0.07590426504611969
3.0,1.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.04624234139919281
3.0,0.0,0.0,0.0,6.0,26.0,0.0,0.0,0.0,0.042425043880939484
1.0,1.0,0.0,0.0,4.0,7.0,1.0,0.0,0.0,0.03952179476618767
3.0,0.0,2.0,120.98,5.0,1.0,0.0,0.0,0.0,0.031150683760643005
3.0,1.0,1.0,179.97,4.0,8.0,0.0,0.0,0.0,0.019179359078407288
2.0,1.0,7.0,135.98,0.0,5.0,1.0,2.0,108.78399999999999,0.6198152899742126
2.0,1.0,0.0,0.0,4.0,24.0,0.0,0.0,0.0,0.044740229845047
3.0,1.0,2.0,56.49,1.0,15.0,0.0,0.0,0.0,0.09644951671361923
3.0,1.0,2.0,66.99,0.0,20.0,1.0,3.0,160.776,0.4202304780483246
2.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0240821223706007
3.0,0.0,3.0,54.49,0.0,20.0,0.0,0.0,0.0,0.215458482503891
3.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.15864714980125427
2.0,0.0,4.0,60.99,4.0,19.0,1.0,0.0,0.0,0.3007855713367462
2.0,0.0,6.0,106.98,5.0,18.0,0.0,1.0,53.49,0.12778015434741974
2.0,0.0,1.0,74.99,1.0,7.0,1.0,0.0,0.0,0.16999995708465576
3.0,0.0,2.0,121.98,5.0,16.0,1.0,0.0,0.0,0.1518409550189972
1.0,0.0,1.0,53.99,6.0,11.0,0.0,0.0,0.0,0.006122465245425701
5.0,1.0,2.0,66.49,2.0,10.0,0.0,0.0,0.0,0.1918993443250656
3.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.13593953847885132
3.0,1.0,7.0,101.98,0.0,20.0,1.0,1.0,40.792,0.8833903670310974
2.0,1.0,3.0,56.99,1.0,17.0,0.0,0.0,0.0,0.09084373712539673
5.0,0.0,2.0,48.49,7.0,16.0,1.0,0.0,0.0,0.4611772298812866
1.0,1.0,0.0,0.0,5.0,14.0,1.0,0.0,0.0,0.037084925919771194
1.0,1.0,2.0,123.98,4.0,21.0,0.0,0.0,0.0,0.012740401551127434
1.0,0.0,9.0,54.99,5.0,18.0,0.0,0.0,0.0,0.261799693107605
2.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.016130782663822174
1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.06554029881954193
3.0,0.0,5.0,123.98,1.0,7.0,0.0,0.0,0.0,0.29951515793800354
3.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.04465344175696373
1.0,0.0,0.0,0.0,1.0,26.0,0.0,0.0,0.0,0.04959198832511902
1.0,0.0,1.0,125.98,0.0,6.0,1.0,0.0,0.0,0.11673801392316818
1.0,0.0,5.0,46.49,6.0,10.0,0.0,0.0,0.0,0.04241906851530075
4.0,0.0,14.0,90.98,1.0,3.0,0.0,2.0,90.98,0.9297586679458618
3.0,0.0,2.0,60.99,2.0,16.0,0.0,0.0,0.0,0.08555476367473602
1.0,1.0,1.0,57.99,0.0,14.0,0.0,0.0,0.0,0.02690304070711136
1.0,0.0,7.0,283.96,2.0,5.0,1.0,1.0,70.99,0.4774952828884125
3.0,1.0,2.0,59.99,0.0,17.0,0.0,1.0,47.992,0.12319055944681168
4.0,1.0,0.0,0.0,4.0,5.0,1.0,0.0,0.0,0.22035810351371765
3.0,0.0,1.0,35.99,0.0,19.0,1.0,0.0,0.0,0.5098162889480591
1.0,1.0,4.0,57.49,0.0,21.0,0.0,0.0,0.0,0.11058414727449417
1.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.054546136409044266
2.0,0.0,0.0,0.0,3.0,13.0,1.0,0.0,0.0,0.10169555991888046
1.0,1.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.05073431506752968
1.0,0.0,2.0,65.99,0.0,2.0,1.0,0.0,0.0,0.13417889177799225
2.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.04405950382351875
1.0,1.0,1.0,111.98,5.0,13.0,0.0,0.0,0.0,0.005942381452769041
3.0,0.0,2.0,61.49,6.0,15.0,0.0,0.0,0.0,0.03004448115825653
3.0,0.0,2.0,52.99,6.0,14.0,0.0,0.0,0.0,0.03060593642294407
1.0,1.0,6.0,64.49,4.0,5.0,0.0,0.0,0.0,0.09075374156236649
2.0,0.0,5.0,56.99,2.0,7.0,0.0,0.0,0.0,0.18263322114944458
2.0,0.0,3.0,121.98,0.0,2.0,1.0,1.0,60.99,0.21486136317253113
3.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,0.04659345746040344
1.0,1.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.1702185571193695
1.0,1.0,2.0,194.97,5.0,7.0,1.0,0.0,0.0,0.037354934960603714
1.0,0.0,0.0,0.0,5.0,17.0,0.0,0.0,0.0,0.01114366203546524
1.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.01720980927348137
2.0,1.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.09872333705425262
1.0,1.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.007873941212892532
2.0,0.0,2.0,145.98,1.0,18.0,1.0,0.0,0.0,0.223940908908844
3.0,0.0,2.0,58.99,2.0,17.0,0.0,1.0,58.99,0.08638785034418106
1.0,0.0,10.0,263.96,5.0,23.0,0.0,0.0,0.0,0.27947595715522766
1.0,0.0,2.0,63.49,5.0,24.0,0.0,0.0,0.0,0.017132699489593506
2.0,1.0,3.0,141.98,6.0,2.0,1.0,0.0,0.0,0.08738238364458084
1.0,0.0,1.0,110.98,4.0,12.0,0.0,0.0,0.0,0.009046018123626709
3.0,1.0,6.0,61.99,4.0,21.0,0.0,0.0,0.0,0.2258642017841339
2.0,1.0,2.0,51.99,7.0,2.0,0.0,0.0,0.0,0.01097468938678503
3.0,1.0,0.0,0.0,6.0,19.0,0.0,0.0,0.0,0.04065118357539177
1.0,0.0,0.0,0.0,4.0,19.0,0.0,0.0,0.0,0.016125576570630074
2.0,0.0,2.0,74.99,1.0,15.0,0.0,1.0,74.99,0.06281903386116028
3.0,0.0,0.0,0.0,4.0,21.0,1.0,0.0,0.0,0.17660953104496002
3.0,1.0,1.0,65.99,4.0,14.0,0.0,0.0,0.0,0.02705237828195095
3.0,1.0,0.0,0.0,3.0,20.0,1.0,2.0,103.984,0.2549486756324768
3.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.04973435774445534
3.0,1.0,1.0,67.49,1.0,7.0,0.0,0.0,0.0,0.05747999995946884
2.0,0.0,0.0,0.0,1.0,26.0,0.0,0.0,0.0,0.09366069734096527
2.0,0.0,0.0,0.0,5.0,23.0,0.0,0.0,0.0,0.026681413874030113
2.0,0.0,1.0,109.98,4.0,4.0,0.0,0.0,0.0,0.015226270072162151
4.0,1.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.10854670405387878
1.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.016088170930743217
2.0,1.0,0.0,0.0,7.0,26.0,0.0,0.0,0.0,0.019632747396826744
3.0,0.0,3.0,156.98,4.0,22.0,0.0,0.0,0.0,0.0646863654255867
1.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.061465729027986526
1.0,1.0,2.0,37.49,4.0,18.0,0.0,0.0,0.0,0.04284431412816048
2.0,1.0,0.0,0.0,4.0,16.0,1.0,0.0,0.0,0.09985465556383133
1.0,0.0,2.0,55.99,6.0,6.0,1.0,0.0,0.0,0.048099204897880554
1.0,0.0,1.0,50.99,6.0,1.0,0.0,0.0,0.0,0.005878181662410498
1.0,1.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.04452500864863396
1.0,0.0,1.0,295.96,0.0,16.0,1.0,0.0,0.0,0.07907728105783463
1.0,0.0,1.0,164.98,4.0,1.0,0.0,0.0,0.0,0.009074178524315357
3.0,1.0,1.0,119.98,3.0,18.0,0.0,0.0,0.0,0.031047554686665535
2.0,0.0,2.0,98.98,0.0,2.0,0.0,0.0,0.0,0.07175875455141068
3.0,1.0,0.0,0.0,4.0,18.0,0.0,0.0,0.0,0.07021500170230865
1.0,0.0,2.0,165.98,0.0,8.0,0.0,0.0,0.0,0.03614269942045212
2.0,0.0,2.0,72.49,5.0,3.0,1.0,0.0,0.0,0.09901238977909088
3.0,1.0,0.0,0.0,5.0,11.0,1.0,0.0,0.0,0.11994984745979309
1.0,0.0,1.0,71.99,3.0,12.0,1.0,0.0,0.0,0.06503238528966904
2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.021463541314005852
1.0,1.0,1.0,67.99,7.0,14.0,0.0,0.0,0.0,0.003911696840077639
3.0,0.0,1.0,52.49,2.0,17.0,0.0,0.0,0.0,0.05576014518737793
2.0,0.0,1.0,61.99,1.0,12.0,0.0,0.0,0.0,0.040316976606845856
1.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.047950781881809235
2.0,0.0,4.0,72.99,0.0,21.0,0.0,0.0,0.0,0.19556520879268646
2.0,1.0,0.0,0.0,4.0,7.0,1.0,1.0,46.391999999999996,0.07535133510828018
3.0,0.0,6.0,49.99,4.0,23.0,0.0,1.0,49.99,0.579917848110199
3.0,0.0,2.0,48.99,7.0,16.0,0.0,0.0,0.0,0.05951250344514847
2.0,1.0,0.0,0.0,7.0,10.0,1.0,0.0,0.0,0.03480386734008789
1.0,1.0,0.0,0.0,4.0,16.0,0.0,0.0,0.0,0.017660953104496002
2.0,0.0,2.0,141.98,5.0,17.0,0.0,0.0,0.0,0.01832086779177189
1.0,0.0,3.0,116.98,4.0,18.0,1.0,0.0,0.0,0.11307916790246964
2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0548008531332016
2.0,1.0,2.0,57.49,3.0,24.0,0.0,0.0,0.0,0.0664786696434021
