id,channel_acq,num_past_purch,spent_last_purchase,weeks_since_visit,browsing_minutes,shopping_cart,minority,non_male,state
Next_1474,1,0,0,3,3,0,1,0,10
Next_1475,3,0,0,2,20,1,1,1,3
Next_1476,3,5,150.98,1,4,0,0,0,7
Next_1477,1,7,69.99,3,11,1,1,0,3
Next_1478,1,2,54.99,0,15,1,1,1,7
Next_1479,1,0,0,5,2,0,0,0,5
Next_1480,2,7,146.97,0,2,1,0,0,2
Next_1481,3,2,64.99,5,16,0,0,1,2
Next_1482,1,12,75.99,5,17,1,0,1,6
Next_1483,4,5,75.99,4,16,0,0,1,8
Next_1484,1,0,0,4,6,1,1,0,3
Next_1485,1,0,0,0,16,0,1,1,3
Next_1486,1,1,47.49,1,19,0,0,1,9
Next_1487,2,2,66.99,6,17,0,0,0,2
Next_1488,1,4,51.99,4,19,0,1,1,3
Next_1489,3,2,73.99,6,10,1,0,1,3
Next_1490,3,0,0,1,9,0,0,1,1
Next_1491,2,2,58.99,5,14,0,0,1,4
Next_1492,4,0,0,0,12,0,0,0,1
Next_1493,2,1,78.99,0,8,1,0,0,5
Next_1494,3,0,0,0,25,1,0,1,3
Next_1495,3,3,145.98,2,14,1,0,1,4
Next_1496,1,0,0,6,11,0,0,1,2
Next_1497,3,1,64.49,2,24,0,0,1,10
Next_1498,1,1,73.99,3,13,0,0,1,2
Next_1499,3,0,0,1,5,0,0,0,4
Next_1500,3,3,54.49,0,10,0,0,1,6
Next_1501,1,4,58.99,5,3,1,0,0,1
Next_1502,2,3,45.99,4,11,1,0,1,7
Next_1503,2,2,130.98,2,22,0,0,1,1
Next_1504,2,3,57.99,0,22,0,0,1,6
Next_1505,1,1,68.99,1,19,0,1,1,3
Next_1506,1,1,130.98,3,18,0,1,1,7
Next_1507,1,4,51.99,4,5,0,1,0,3
Next_1508,1,0,0,1,16,0,1,1,10
Next_1509,1,1,66.99,0,8,0,0,1,2
Next_1510,1,2,54.99,5,28,0,0,1,3
Next_1511,4,3,58.99,1,13,0,0,1,10
Next_1512,2,3,43.99,2,16,0,0,1,7
Next_1513,2,0,0,1,17,0,0,1,3
Next_1514,3,0,0,2,16,0,0,1,7
Next_1515,3,1,53.99,0,20,0,0,1,2
Next_1516,1,5,111.98,5,2,1,1,0,3
Next_1517,4,0,0,1,4,1,0,0,1
Next_1518,1,2,113.98,7,2,0,0,0,3
Next_1519,1,1,63.99,3,12,0,1,1,7
Next_1520,1,1,71.99,5,14,0,0,1,9
Next_1521,1,0,0,5,12,0,1,1,3
Next_1522,3,11,66.99,6,24,0,0,1,1
Next_1523,1,5,69.99,3,10,0,1,0,3
Next_1524,1,1,60.99,6,10,1,0,0,3
Next_1525,4,0,0,5,28,0,0,1,4
Next_1526,1,3,115.98,4,7,0,1,0,7
Next_1527,1,0,0,6,24,0,0,1,4
Next_1528,4,4,67.49,5,10,0,0,0,2
Next_1529,3,3,230.97,5,19,0,1,1,10
Next_1530,3,0,0,0,22,0,0,1,7
Next_1531,3,0,0,6,11,0,0,0,4
Next_1532,1,3,64.99,3,24,0,1,1,3
Next_1533,5,4,54.99,7,6,0,0,0,1
Next_1534,3,8,62.49,1,12,0,0,0,4
Next_1535,2,0,0,6,6,0,0,0,6
Next_1536,4,3,139.98,1,7,1,0,0,5
Next_1537,2,1,60.49,4,4,0,0,1,3
Next_1538,1,5,66.99,2,19,0,0,1,1
Next_1539,2,0,0,4,21,0,0,1,7
Next_1540,1,2,58.99,5,3,1,1,0,7
Next_1541,1,1,60.99,5,4,0,0,0,1
Next_1542,4,0,0,1,17,0,0,1,1
Next_1543,3,0,0,6,6,0,0,0,9
Next_1544,2,0,0,2,21,1,0,0,1
Next_1545,1,2,73.49,6,8,1,0,0,2
Next_1546,2,1,54.99,1,12,0,1,0,3
Next_1547,3,0,0,2,8,0,0,0,1
Next_1548,5,0,0,7,13,0,0,1,2
Next_1549,1,0,0,1,12,0,1,1,3
Next_1550,2,1,66.99,1,14,0,0,1,7
Next_1551,1,1,57.99,0,21,0,1,1,3
Next_1552,1,0,0,6,19,0,0,0,5
Next_1553,3,0,0,6,12,0,0,0,2
Next_1554,1,1,164.97,5,23,0,1,1,3
Next_1555,3,0,0,5,19,0,1,1,3
Next_1556,3,1,62.99,0,15,0,0,1,4
Next_1557,1,0,0,4,2,1,0,0,5
Next_1558,1,1,63.99,7,14,1,1,0,3
Next_1559,1,0,0,3,1,0,1,0,7
Next_1560,2,0,0,4,1,0,0,0,4
Next_1561,1,0,0,0,3,1,1,0,10
Next_1562,3,0,0,6,12,0,0,1,4
Next_1563,1,0,0,2,25,0,1,1,3
Next_1564,2,0,0,2,8,1,0,0,8
Next_1565,3,1,55.99,5,22,0,0,1,4
Next_1566,5,0,0,4,5,0,0,0,5
Next_1567,4,3,139.98,2,18,0,0,1,2
Next_1568,2,0,0,4,8,1,0,0,4
Next_1569,1,2,135.98,5,12,1,1,1,10
Next_1570,1,0,0,1,13,1,1,0,3
Next_1571,1,1,45.99,4,6,1,0,0,1
Next_1572,4,3,72.49,5,1,0,0,0,3
Next_1573,1,2,51.49,7,16,0,1,1,3
Next_1574,3,2,65.49,3,7,1,1,0,3
Next_1575,2,1,58.49,3,12,0,0,0,4
Next_1576,3,3,62.49,2,19,0,0,1,1
Next_1577,2,1,113.98,4,10,1,0,1,2
Next_1578,3,5,45.49,1,17,0,0,1,5
Next_1579,3,1,200.97,3,14,0,0,1,1
Next_1580,1,3,51.99,7,16,0,0,1,2
Next_1581,3,0,0,5,25,1,0,1,2
Next_1582,1,0,0,5,8,0,1,0,7
Next_1583,3,1,58.49,5,16,0,0,1,1
Next_1584,3,3,70.99,3,7,0,0,1,6
Next_1585,3,5,121.98,1,11,0,0,1,8
Next_1586,3,4,60.99,5,19,0,0,1,3
Next_1587,3,0,0,1,20,0,0,1,1
Next_1588,3,0,0,3,21,0,0,1,4
Next_1589,3,3,48.99,1,24,0,0,1,9
Next_1590,2,0,0,0,21,1,0,1,6
Next_1591,1,0,0,0,21,0,1,1,10
Next_1592,2,0,0,2,18,0,1,1,3
Next_1593,1,3,57.99,1,12,0,1,0,7
Next_1594,1,4,263.97,4,17,0,1,1,10
Next_1595,3,0,0,5,16,0,0,1,4
Next_1596,3,2,29.99,4,12,0,0,1,1
Next_1597,4,1,152.97,6,21,0,0,1,4
Next_1598,2,1,111.98,3,1,1,0,0,9
Next_1599,1,0,0,3,19,0,1,1,3
Next_1600,2,4,56.49,4,4,1,0,0,2
Next_1601,1,5,66.49,6,21,0,1,1,3
Next_1602,3,0,0,6,15,1,0,0,7
Next_1603,2,2,215.97,0,20,0,0,1,6
Next_1604,2,0,0,0,19,0,0,1,7
Next_1605,5,3,114.98,6,11,0,0,0,1
Next_1606,2,0,0,2,16,0,0,1,1
Next_1607,3,0,0,6,21,0,0,1,1
Next_1608,1,0,0,7,15,0,1,1,3
Next_1609,1,5,79.98,2,3,1,0,0,1
Next_1610,3,1,218.97,4,19,0,0,1,6
Next_1611,1,7,113.98,4,12,0,0,1,2
Next_1612,1,3,54.99,6,6,1,1,0,3
Next_1613,3,2,73.49,0,20,0,0,1,4
Next_1614,3,0,0,4,22,0,0,1,4
Next_1615,5,0,0,1,22,1,0,1,1
Next_1616,2,0,0,4,7,1,0,0,7
Next_1617,3,1,212.97,5,15,0,0,1,2
Next_1618,1,0,0,4,26,0,0,1,3
Next_1619,1,0,0,7,12,1,0,0,3
Next_1620,2,2,76.49,6,5,0,0,0,2
Next_1621,1,5,60.99,4,15,0,1,1,7
Next_1622,3,9,61.99,1,23,0,0,1,9
Next_1623,1,0,0,2,5,1,0,0,3
Next_1624,1,0,0,5,14,0,1,1,7
Next_1625,1,2,45.99,3,2,0,0,0,4
Next_1626,1,1,200.97,4,25,1,0,1,2
Next_1627,1,3,58.99,4,16,1,0,1,5
Next_1628,1,1,113.98,1,4,1,0,0,5
Next_1629,5,2,119.98,0,1,0,0,0,8
Next_1630,1,1,64.99,2,12,1,0,0,3
Next_1631,1,1,62.99,3,11,1,1,1,3
Next_1632,3,3,68.99,1,16,0,0,1,2
Next_1633,1,0,0,2,22,1,1,0,3
Next_1634,1,0,0,3,25,1,0,1,8
Next_1635,2,0,0,1,14,0,0,0,1
Next_1636,4,0,0,4,12,0,0,1,5
Next_1637,1,5,125.98,6,25,0,0,1,5
Next_1638,3,0,0,4,23,0,0,1,1
Next_1639,1,4,57.49,0,21,0,1,1,7
Next_1640,3,2,59.99,1,24,0,0,1,8
Next_1641,1,3,62.99,5,20,0,1,1,7
Next_1642,2,6,51.49,0,13,0,0,1,4
Next_1643,2,2,52.99,0,15,1,0,0,3
Next_1644,1,4,54.99,7,13,0,0,1,1
Next_1645,1,5,103.98,0,13,0,0,0,3
Next_1646,1,6,63.99,0,14,0,1,1,7
Next_1647,3,8,64.49,1,19,0,1,1,3
Next_1648,3,1,57.99,6,14,0,0,0,6
Next_1649,1,0,0,0,8,1,0,0,2
Next_1650,1,5,63.49,5,4,1,0,0,10
Next_1651,3,4,65.99,4,15,1,0,1,3
Next_1652,2,1,80.99,2,16,1,0,0,3
Next_1653,2,0,0,0,18,1,0,0,9
Next_1654,3,1,60.99,7,13,1,0,0,5
Next_1655,2,1,64.49,7,20,0,0,1,3
Next_1656,1,3,55.99,3,16,0,0,1,8
Next_1657,3,2,73.99,7,22,0,0,1,5
Next_1658,1,1,53.99,3,26,0,0,1,3
Next_1659,1,6,40.49,6,13,0,0,0,3
Next_1660,1,0,0,0,26,0,1,1,10
Next_1661,1,0,0,0,21,0,0,1,8
Next_1662,3,0,0,6,15,0,0,1,8
Next_1663,5,1,60.99,6,9,0,0,0,10
Next_1664,4,4,101.98,5,14,1,0,0,5
Next_1665,1,2,51.99,1,19,0,0,1,7
Next_1666,1,1,104.98,5,18,0,1,1,7
Next_1667,2,2,59.99,3,13,1,0,1,2
Next_1668,2,2,54.49,5,19,0,0,1,7
Next_1669,1,0,0,4,18,0,0,1,2
Next_1670,4,0,0,2,5,0,0,0,3
Next_1671,1,2,53.99,4,7,1,0,0,1
Next_1672,2,0,0,5,5,1,0,0,4
Next_1673,1,3,60.99,6,2,0,0,0,3
Next_1674,3,0,0,1,13,0,0,1,2
Next_1675,1,2,55.99,6,17,0,0,1,1
Next_1676,3,1,75.99,1,17,0,0,1,7
Next_1677,1,0,0,4,1,0,0,0,8
Next_1678,1,2,45.99,4,1,0,1,0,10
Next_1679,2,5,54.99,7,16,0,1,0,7
Next_1680,1,2,110.98,5,3,1,0,0,4
Next_1681,1,1,65.99,0,1,0,0,0,3
Next_1682,1,0,0,2,5,1,0,0,4
Next_1683,3,0,0,2,16,1,0,1,6
Next_1684,3,0,0,3,20,1,0,1,7
Next_1685,1,2,76.49,5,14,1,0,1,3
Next_1686,1,0,0,4,14,0,1,1,7
Next_1687,2,1,60.49,1,7,0,0,0,9
Next_1688,1,3,56.99,1,15,1,0,0,2
Next_1689,1,4,48.99,1,2,0,1,0,10
Next_1690,2,8,97.98,0,22,0,0,0,1
Next_1691,1,2,76.99,1,33,0,1,1,7
Next_1692,4,1,75.99,3,13,1,0,0,1
Next_1693,2,3,54.99,1,21,0,0,1,6
Next_1694,2,6,65.99,7,24,0,0,1,2
Next_1695,2,1,176.97,0,2,1,0,0,4
Next_1696,2,0,0,4,14,1,0,1,3
Next_1697,3,1,123.98,5,1,0,0,0,4
Next_1698,3,0,0,3,15,0,0,1,1
Next_1699,3,6,64.49,6,18,0,0,1,5
Next_1700,3,5,61.99,5,14,0,0,1,4
Next_1701,2,1,41.99,1,7,1,0,0,2
Next_1702,2,2,58.99,5,15,0,0,0,1
Next_1703,2,0,0,5,7,1,0,0,1
Next_1704,3,0,0,4,18,1,0,1,2
Next_1705,4,3,50.99,0,14,0,0,0,2
Next_1706,2,1,190.47,1,18,1,0,1,4
Next_1707,4,2,58.99,1,16,0,0,1,4
Next_1708,3,2,111.98,3,17,0,0,1,3
Next_1709,1,7,74.99,6,2,0,1,0,7
Next_1710,3,1,68.99,4,5,1,0,0,7
Next_1711,1,4,56.99,4,16,1,0,0,2
Next_1712,1,0,0,7,17,0,0,1,7
Next_1713,4,0,0,5,7,0,0,0,5
Next_1714,3,0,0,0,2,1,1,0,7
Next_1715,1,1,52.99,4,10,0,0,0,4
Next_1716,1,4,55.99,6,17,1,0,0,4
Next_1717,5,2,68.99,1,8,0,0,0,1
Next_1718,3,0,0,4,22,0,0,1,1
Next_1719,2,2,56.99,0,11,0,0,0,1
Next_1720,3,6,143.98,0,22,0,0,1,3
Next_1721,2,5,57.99,0,6,1,0,0,1
Next_1722,1,2,137.98,5,24,0,0,1,1
Next_1723,2,4,70.49,6,5,0,0,0,3
Next_1724,2,2,83.99,1,22,0,0,1,1
Next_1725,2,3,129.98,4,1,0,0,0,3
Next_1726,1,7,72.99,0,17,1,0,0,1
Next_1727,2,2,62.99,6,1,0,0,0,7
Next_1728,3,2,50.49,6,21,0,0,1,4
Next_1729,1,7,58.99,1,4,1,1,0,10
Next_1730,2,2,44.49,4,10,1,0,1,6
Next_1731,4,0,0,0,15,0,0,0,1
Next_1732,1,2,148.47,5,11,0,1,0,3
Next_1733,2,2,82.99,7,14,1,0,1,1
Next_1734,2,2,115.98,3,20,0,0,1,6
Next_1735,3,1,78.49,0,23,1,0,1,2
Next_1736,3,0,0,5,15,0,0,1,1
Next_1737,1,3,143.98,5,10,1,1,0,7
Next_1738,2,2,130.98,4,18,0,0,1,5
Next_1739,1,0,0,1,15,1,0,1,3
Next_1740,2,0,0,5,3,1,0,0,8
Next_1741,2,1,58.99,1,21,0,0,1,6
Next_1742,2,0,0,4,17,0,0,1,3
Next_1743,1,0,0,5,13,1,0,0,1
Next_1744,2,2,66.99,2,11,0,0,0,2
Next_1745,2,1,121.98,0,19,1,1,0,3
Next_1746,3,0,0,5,5,1,0,0,2
Next_1747,2,9,55.99,0,17,0,0,1,1
Next_1748,1,9,59.99,7,11,0,1,1,3
Next_1749,1,4,61.99,5,3,1,1,0,7
Next_1750,1,2,53.49,0,21,0,0,1,1
Next_1751,3,0,0,1,13,0,0,1,4
Next_1752,3,4,66.99,4,14,0,0,0,8
Next_1753,2,0,0,1,6,0,0,0,9
Next_1754,3,3,61.99,0,30,0,0,1,4
Next_1755,3,3,60.99,0,2,0,0,0,1
Next_1756,2,1,63.99,3,17,0,0,1,4
Next_1757,1,6,61.99,4,1,0,0,0,6
Next_1758,3,0,0,4,9,0,0,1,4
Next_1759,1,2,44.99,5,18,0,1,1,3
Next_1760,1,0,0,0,12,1,0,0,1
Next_1761,1,0,0,7,13,0,0,0,5
Next_1762,3,9,124.98,0,27,1,0,1,1
Next_1763,3,0,0,6,1,1,0,0,1
Next_1764,3,0,0,2,23,0,1,1,10
Next_1765,1,5,42.49,5,4,1,1,0,3
Next_1766,1,0,0,0,1,1,0,0,2
Next_1767,3,6,51.99,0,22,1,1,1,3
Next_1768,3,0,0,0,22,0,0,1,6
Next_1769,3,3,79.49,4,16,0,0,1,7
Next_1770,3,1,66.49,1,18,0,0,1,5
Next_1771,1,0,0,7,26,0,0,1,3
Next_1772,3,0,0,2,10,0,0,0,8
Next_1773,4,5,97.98,4,12,0,0,0,2
Next_1774,1,1,98.98,5,15,0,0,0,6
Next_1775,2,7,110.98,5,20,0,0,1,2
Next_1776,1,7,132.98,2,23,0,0,1,1
Next_1777,3,0,0,2,7,0,0,0,5
Next_1778,3,0,0,7,2,0,0,0,2
Next_1779,1,0,0,3,5,1,0,0,3
Next_1780,2,1,55.99,2,15,0,1,1,10
Next_1781,4,3,58.99,2,16,0,0,1,4
Next_1782,3,3,75.49,0,11,0,0,1,7
Next_1783,3,0,0,4,13,0,0,1,1
Next_1784,3,0,0,4,17,0,0,1,2
Next_1785,3,1,71.99,0,20,0,1,1,10
Next_1786,1,3,50.99,4,1,1,0,0,4
Next_1787,2,3,67.99,1,10,0,0,1,8
Next_1788,2,1,67.49,4,3,0,0,0,10
Next_1789,3,1,71.99,6,19,0,0,1,1
Next_1790,2,14,57.99,3,4,0,0,0,2
Next_1791,1,0,0,0,13,1,1,1,7
Next_1792,3,0,0,6,16,0,0,1,8
Next_1793,2,5,58.99,7,3,0,1,0,3
Next_1794,1,1,71.99,1,16,0,1,1,7
Next_1795,3,1,62.99,1,24,0,0,1,1
Next_1796,1,0,0,7,4,1,0,0,7
Next_1797,2,4,56.49,3,13,0,0,1,1
Next_1798,4,7,69.99,4,21,0,0,1,4
Next_1799,1,0,0,7,6,0,1,0,7
Next_1800,3,1,76.49,1,12,0,0,1,3
Next_1801,2,0,0,5,10,0,0,1,3
Next_1802,3,3,53.49,3,20,0,0,1,6
Next_1803,3,2,253.96,6,12,0,0,1,1
Next_1804,1,3,73.99,6,22,0,1,1,3
Next_1805,3,4,72.49,2,2,1,0,0,6
Next_1806,1,2,76.49,7,3,0,0,0,8
Next_1807,3,0,0,2,2,0,0,0,3
Next_1808,3,0,0,0,16,0,0,1,2
Next_1809,1,3,125.98,6,3,0,0,0,1
Next_1810,1,3,74.49,2,9,0,0,0,6
Next_1811,3,3,104.98,1,17,1,0,1,10
Next_1812,1,4,115.98,4,13,0,0,1,2
Next_1813,1,1,62.99,6,7,0,0,0,3
Next_1814,2,1,65.99,6,13,1,0,1,4
Next_1815,1,1,109.47,1,20,1,1,1,3
Next_1816,1,3,86.98,3,16,0,0,1,5
Next_1817,1,5,99.98,3,8,1,0,0,9
Next_1818,1,4,134.98,1,7,0,1,0,3
Next_1819,2,0,0,1,7,1,0,0,2
Next_1820,1,6,50.49,3,19,0,1,1,3
Next_1821,2,2,64.49,2,8,0,0,0,6
Next_1822,2,2,77.99,0,1,0,0,0,1
Next_1823,3,1,77.99,5,16,0,0,1,8
Next_1824,1,8,51.99,2,23,0,1,1,7
Next_1825,2,0,0,5,12,1,1,0,10
Next_1826,2,0,0,6,15,0,0,1,2
Next_1827,2,1,78.49,0,8,0,0,0,6
Next_1828,3,1,64.49,1,17,0,0,1,1
Next_1829,1,6,64.99,2,2,1,0,0,1
Next_1830,2,6,125.98,5,18,0,0,1,1
Next_1831,3,0,0,5,20,0,0,1,6
Next_1832,1,0,0,0,10,1,0,1,4
Next_1833,2,1,170.97,0,9,0,0,0,9
Next_1834,5,3,109.98,4,2,0,0,0,4
Next_1835,1,2,173.97,1,23,1,0,1,3
Next_1836,1,2,54.99,3,2,1,0,0,3
Next_1837,1,0,0,5,4,0,0,0,1
Next_1838,5,0,0,1,8,0,0,0,3
Next_1839,3,3,82.99,1,15,0,0,0,2
Next_1840,1,0,0,5,10,0,1,0,7
Next_1841,3,1,71.49,7,14,1,0,1,3
Next_1842,3,9,61.49,1,9,1,0,0,2
Next_1843,1,0,0,1,20,0,1,1,7
Next_1844,3,2,124.98,2,15,1,0,1,7
Next_1845,3,5,41.99,5,10,0,0,1,7
Next_1846,3,2,58.99,5,23,0,0,1,7
Next_1847,2,5,53.99,5,10,0,1,1,7
Next_1848,1,0,0,1,18,0,0,1,1
Next_1849,1,1,73.99,6,12,0,1,1,7
Next_1850,1,1,72.99,7,16,0,0,1,1
Next_1851,3,9,127.98,1,6,0,0,0,6
Next_1852,1,1,60.99,3,13,0,0,1,2
Next_1853,2,0,0,5,15,1,0,0,4
Next_1854,2,3,137.97,4,5,1,0,0,6
Next_1855,1,2,143.98,3,19,0,1,0,10
Next_1856,3,2,73.99,1,5,1,0,0,1
Next_1857,2,4,41.99,6,12,0,0,1,4
Next_1858,3,0,0,2,14,0,0,1,2
Next_1859,1,1,70.99,2,3,0,0,0,5
Next_1860,1,2,103.98,2,8,1,1,0,3
Next_1861,3,5,39.99,6,11,0,0,0,5
Next_1862,2,5,148.98,6,12,1,1,0,7
Next_1863,4,2,42.99,4,23,0,0,1,3
Next_1864,1,0,0,0,1,0,0,0,3
Next_1865,3,3,267.96,7,15,0,0,1,1
Next_1866,1,0,0,3,9,0,1,1,3
Next_1867,1,5,62.99,4,12,0,0,1,7
Next_1868,1,0,0,0,29,1,1,1,7
Next_1869,3,1,42.99,4,32,0,0,1,2
Next_1870,3,1,55.99,3,13,1,0,1,4
Next_1871,1,0,0,2,20,0,1,1,3
Next_1872,1,8,65.49,7,23,0,0,1,5
Next_1873,3,0,0,7,3,0,0,0,4
Next_1874,2,0,0,6,18,0,0,1,4
Next_1875,3,0,0,2,22,0,0,1,8
Next_1876,1,6,66.99,1,11,0,1,1,3
Next_1877,2,1,77.99,7,23,0,0,1,2
Next_1878,3,3,55.99,1,4,0,0,0,5
Next_1879,2,2,66.99,4,19,1,0,1,6
Next_1880,2,1,123.98,2,15,0,0,1,3
Next_1881,1,1,52.99,1,15,0,0,0,2
Next_1882,3,2,55.49,6,9,0,0,1,5
Next_1883,1,3,44.99,0,14,0,0,1,6
Next_1884,4,1,76.99,0,21,0,0,1,8
Next_1885,3,0,0,0,18,1,0,0,4
Next_1886,1,3,64.99,0,19,1,0,0,6
Next_1887,3,1,106.98,6,13,0,0,1,3
Next_1888,3,0,0,5,9,0,0,1,4
Next_1889,3,0,0,4,7,1,0,0,4
Next_1890,3,1,57.49,5,16,0,1,1,7
Next_1891,1,1,44.99,5,19,0,1,1,3
Next_1892,1,0,0,5,13,0,0,1,1
Next_1893,2,0,0,0,14,0,0,0,5
Next_1894,3,1,71.49,0,14,1,0,0,1
Next_1895,5,2,69.49,4,20,0,0,1,2
Next_1896,1,0,0,0,14,0,0,1,2
Next_1897,1,1,147.98,5,12,0,1,1,7
Next_1898,1,2,50.99,4,14,0,1,1,3
Next_1899,1,0,0,6,20,0,1,1,7
Next_1900,1,5,116.98,2,19,0,0,1,9
Next_1901,1,2,125.98,2,5,0,0,1,2
Next_1902,1,3,55.49,1,15,1,0,1,2
Next_1903,3,0,0,6,20,0,0,1,4
Next_1904,3,8,81.98,6,18,1,1,1,7
Next_1905,3,1,72.99,7,12,0,0,1,2
Next_1906,1,0,0,0,11,1,0,0,1
Next_1907,2,1,43.99,0,14,0,0,1,6
Next_1908,4,1,55.99,7,16,0,0,1,7
Next_1909,1,0,0,5,12,0,0,0,3
Next_1910,2,9,67.99,0,11,1,0,0,2
Next_1911,5,0,0,1,18,0,0,1,9
Next_1912,3,0,0,4,20,0,1,1,3
Next_1913,2,4,51.99,5,19,0,0,1,2
Next_1914,3,0,0,4,13,0,0,1,3
Next_1915,2,2,56.99,6,13,0,0,0,1
Next_1916,1,0,0,5,13,1,1,0,7
Next_1917,3,0,0,5,11,1,0,0,2
Next_1918,1,5,114.98,0,4,1,0,0,2
Next_1919,3,0,0,1,17,0,0,0,3
Next_1920,2,1,94.98,1,11,1,0,0,1
Next_1921,1,2,87.49,2,17,0,1,1,3
Next_1922,3,2,279.96,5,8,0,0,0,8
Next_1923,1,1,39.49,2,16,0,0,1,5
Next_1924,3,2,63.99,2,16,0,0,1,3
Next_1925,1,0,0,5,19,0,0,1,3
Next_1926,1,3,132.98,0,12,0,0,0,3
Next_1927,3,0,0,2,14,0,0,1,2
Next_1928,2,4,63.99,4,3,0,0,0,2
Next_1929,1,2,60.99,3,5,1,1,0,3
Next_1930,1,1,135.98,5,7,1,0,0,3
Next_1931,2,3,149.98,5,5,0,1,0,3
Next_1932,3,0,0,3,21,1,0,1,1
Next_1933,1,1,51.99,5,1,1,0,0,5
Next_1934,1,2,37.99,5,23,1,0,1,1
Next_1935,3,1,58.49,1,19,0,0,1,4
Next_1936,1,0,0,5,10,0,0,0,1
Next_1937,3,0,0,3,9,0,0,0,5
Next_1938,5,3,73.99,0,3,0,0,0,7
Next_1939,3,4,62.99,4,12,0,0,0,6
Next_1940,1,14,49.49,3,23,0,0,1,5
Next_1941,2,8,127.98,2,11,0,0,1,3
Next_1942,1,2,64.99,2,10,0,0,1,2
Next_1943,3,0,0,6,20,0,0,1,7
Next_1944,3,1,59.49,5,18,0,0,1,3
Next_1945,2,2,132.98,3,6,1,1,0,10
Next_1946,1,1,233.97,0,17,0,1,1,3
Next_1947,3,5,114.98,4,14,0,1,1,3
Next_1948,1,1,146.97,5,1,1,0,0,2
Next_1949,3,0,0,0,6,0,0,0,1
Next_1950,3,5,57.49,0,17,0,0,1,2
Next_1951,3,3,78.98,6,7,1,0,0,6
Next_1952,1,4,182.97,5,20,0,0,1,1
Next_1953,2,1,50.49,0,13,0,0,0,2
Next_1954,4,0,0,6,15,0,0,1,3
Next_1955,3,0,0,5,15,0,1,0,7
Next_1956,1,0,0,4,10,1,1,0,7
Next_1957,3,4,112.98,0,20,0,0,1,3
Next_1958,1,0,0,5,17,1,0,1,5
Next_1959,1,0,0,3,11,0,0,0,1
Next_1960,3,2,74.99,1,18,0,0,1,1
Next_1961,2,1,61.99,5,9,0,0,0,1
Next_1962,1,0,0,0,12,0,1,1,10
Next_1963,1,2,51.99,5,5,0,0,0,4
Next_1964,3,0,0,4,19,1,0,1,3
Next_1965,1,0,0,7,15,0,1,0,10
Next_1966,4,0,0,0,13,0,0,1,2
Next_1967,1,0,0,1,10,1,0,0,6
Next_1968,4,6,66.99,4,13,1,0,1,2
Next_1969,1,1,58.49,6,4,0,0,0,1
Next_1970,1,1,53.99,2,8,0,1,1,3
Next_1971,3,5,59.99,1,17,1,0,1,5
Next_1972,3,1,116.98,7,7,0,0,0,7
Next_1973,1,2,136.47,0,19,1,0,1,7
Next_1974,3,2,68.99,3,25,0,0,1,10
Next_1975,1,0,0,0,7,0,1,0,3
Next_1976,3,0,0,4,15,0,0,0,7
Next_1977,3,0,0,3,18,0,0,1,2
Next_1978,3,5,153.98,7,15,0,0,0,7
Next_1979,3,3,68.99,4,2,1,0,0,2
Next_1980,1,0,0,4,25,0,0,1,2
Next_1981,1,4,102.98,5,10,1,0,0,5
Next_1982,3,5,56.99,5,1,0,0,0,9
Next_1983,1,2,231.96,4,14,1,0,0,6
Next_1984,1,8,62.49,3,20,0,0,1,2
Next_1985,3,1,121.98,5,19,0,0,1,2
Next_1986,2,5,69.99,0,4,0,0,0,7
Next_1987,3,1,59.49,5,21,0,1,0,3
Next_1988,4,5,175.47,4,19,0,0,1,1
Next_1989,1,3,61.49,5,10,0,1,1,7
Next_1990,3,0,0,4,14,0,0,1,4
Next_1991,2,1,116.98,4,18,0,0,1,5
Next_1992,2,0,0,3,17,0,0,1,8
Next_1993,2,0,0,4,1,0,0,0,8
Next_1994,3,2,46.99,4,24,0,0,1,2
Next_1995,1,2,56.99,5,8,1,1,0,10
Next_1996,1,1,68.49,0,1,1,0,0,3
Next_1997,3,0,0,5,17,0,0,1,3
Next_1998,3,0,0,4,11,1,0,1,2
Next_1999,1,20,131.98,1,19,0,0,1,1
Next_2000,3,0,0,6,24,1,0,1,10
Next_2001,2,5,187.96,6,17,1,0,1,5
Next_2002,4,6,130.98,2,14,0,0,1,2
Next_2003,1,0,0,7,16,0,0,0,5
Next_2004,1,0,0,3,22,0,1,1,3
Next_2005,1,1,49.99,1,15,0,1,1,10
Next_2006,1,0,0,1,12,0,0,0,6
Next_2007,1,2,37.49,4,2,1,1,0,3
Next_2008,1,3,61.99,3,8,0,0,0,1
Next_2009,1,2,61.49,5,14,0,1,1,10
Next_2010,4,2,107.98,6,13,0,0,0,1
Next_2011,2,2,135.98,4,10,1,0,0,5
Next_2012,2,4,51.99,3,20,0,0,1,3
Next_2013,3,7,121.98,6,13,0,0,1,2
Next_2014,3,4,63.99,1,22,0,0,1,1
Next_2015,2,1,128.98,7,7,0,0,1,3
Next_2016,3,1,59.99,1,12,1,0,0,1
Next_2017,3,1,63.99,4,14,0,0,1,2
Next_2018,1,6,57.99,4,24,0,0,1,4
Next_2019,1,1,119.98,6,19,0,0,1,2
Next_2020,1,5,76.99,1,25,1,0,0,3
Next_2021,3,0,0,7,17,0,0,1,2
Next_2022,1,2,60.49,6,19,1,0,0,5
Next_2023,1,4,132.98,1,21,1,1,1,3
