id,trans_after,revenue_after,channel_acq,test_coupon,num_past_purch,spent_last_purchase,weeks_since_visit,browsing_minutes,shopping_cart
AB_566,0,0,2,0,1,121.47,0,16,0
AB_567,0,0,1,0,0,0,3,13,0
AB_568,0,0,2,0,3,73.99,7,23,0
AB_569,0,0,3,1,2,101.98,6,24,0
AB_570,0,0,2,1,1,119.98,0,5,0
AB_571,0,0,1,0,1,59.99,3,20,1
AB_572,0,0,2,1,4,147.98,2,12,0
AB_573,1,62.99,2,0,0,0,5,1,1
AB_574,0,0,1,0,1,53.99,0,10,1
AB_575,0,0,2,1,0,0,0,2,0
AB_576,0,0,3,1,2,62.99,2,10,0
AB_577,0,0,2,0,4,139.98,0,19,0
AB_578,0,0,1,1,2,145.47,2,17,0
AB_579,0,0,3,0,0,0,2,13,0
AB_580,0,0,1,1,0,0,5,15,0
AB_581,0,0,3,1,2,72.99,5,17,0
AB_582,0,0,3,1,1,36.49,4,19,0
AB_583,0,0,4,0,0,0,2,14,0
AB_584,0,0,3,1,4,77.49,1,16,0
AB_585,0,0,2,0,0,0,5,18,0
AB_586,0,0,3,0,3,50.99,1,12,0
AB_587,0,0,3,0,7,84.99,0,15,0
AB_588,0,0,3,0,0,0,7,13,1
AB_589,0,0,1,1,3,54.99,7,1,1
AB_590,0,0,1,0,2,56.99,1,6,1
AB_591,0,0,2,0,0,0,0,20,1
AB_592,0,0,2,0,3,303.96,2,22,1
AB_593,0,0,1,1,1,55.49,5,15,1
AB_594,0,0,2,1,4,62.99,4,21,1
AB_595,0,0,1,0,1,76.99,2,12,0
AB_596,0,0,1,0,0,0,6,4,1
AB_597,1,65.49,4,0,3,130.98,2,8,1
AB_598,0,0,3,0,2,42.99,0,11,0
AB_599,0,0,1,0,1,73.99,4,4,0
AB_600,0,0,1,0,8,201.96,7,6,0
AB_601,0,0,1,0,2,63.99,5,1,0
AB_602,0,0,2,1,0,0,5,12,1
AB_603,0,0,1,0,0,0,7,24,1
AB_604,0,0,2,0,0,0,4,17,0
AB_605,0,0,3,0,3,89.99,1,19,0
AB_606,0,0,4,1,1,69.99,1,12,0
AB_607,0,0,1,1,0,0,2,2,0
AB_608,0,0,1,0,0,0,2,25,1
AB_609,0,0,1,1,0,0,6,1,1
AB_610,0,0,3,0,6,127.98,2,36,0
AB_611,0,0,3,1,0,0,6,15,0
AB_612,0,0,3,0,4,64.99,2,14,0
AB_613,0,0,2,1,0,0,3,16,0
AB_614,0,0,1,1,3,74.99,0,4,1
AB_615,0,0,3,1,0,0,5,11,0
AB_616,1,72.99,3,0,3,72.99,2,20,0
AB_617,0,0,2,1,1,176.97,6,4,0
AB_618,0,0,3,1,0,0,1,12,0
AB_619,0,0,1,0,1,56.99,5,15,1
AB_620,0,0,3,1,0,0,1,14,0
AB_621,0,0,2,1,0,0,0,4,0
AB_622,0,0,3,1,1,71.99,6,27,1
AB_623,0,0,3,1,1,77.98,6,19,0
AB_624,1,56.99,1,0,5,113.98,0,18,0
AB_625,0,0,3,1,1,319.96,4,13,0
AB_626,1,80.99,1,0,5,242.97,0,11,0
AB_627,0,0,5,1,2,82.49,1,18,0
AB_628,0,0,2,1,0,0,4,19,0
AB_629,0,0,1,0,2,71.99,0,2,0
AB_630,0,0,1,0,0,0,4,20,0
AB_631,0,0,1,0,0,0,4,14,0
AB_632,0,0,1,1,0,0,6,19,1
AB_633,0,0,1,1,1,98.98,4,16,1
AB_634,0,0,3,0,0,0,5,3,1
AB_635,0,0,3,1,2,73.99,4,25,0
AB_636,1,66.99,3,0,4,66.99,0,5,0
AB_637,0,0,2,1,7,51.49,1,19,0
AB_638,1,35.49,3,0,0,0,1,29,0
AB_639,0,0,2,1,1,102.98,1,19,1
AB_640,0,0,3,0,1,101.98,0,16,0
AB_641,0,0,1,1,10,101.98,2,2,0
AB_642,1,70.99,1,0,0,0,1,16,0
AB_643,2,139.98,2,0,6,139.98,0,10,0
AB_644,0,0,1,0,5,64.99,5,4,0
AB_645,0,0,1,1,0,0,1,1,1
AB_646,0,0,1,1,1,60.99,2,15,0
AB_647,0,0,1,0,4,139.98,0,19,0
AB_648,1,51.992,2,1,4,64.99,7,24,0
AB_649,0,0,1,1,3,68.99,6,13,1
AB_650,0,0,1,1,0,0,6,20,0
AB_651,0,0,5,0,2,61.99,6,8,0
AB_652,0,0,4,1,13,214.47,0,9,1
AB_653,0,0,2,0,1,62.99,6,19,0
AB_654,0,0,4,1,0,0,0,19,1
AB_655,0,0,2,0,10,129.98,6,21,0
AB_656,0,0,2,0,0,0,1,15,0
AB_657,0,0,3,1,3,57.99,2,14,0
AB_658,0,0,3,0,1,57.99,1,15,0
AB_659,0,0,1,1,5,231.96,0,20,0
AB_660,0,0,1,0,0,0,1,17,0
AB_661,0,0,3,1,2,69.99,7,13,1
AB_662,0,0,1,1,0,0,6,14,1
AB_663,0,0,1,1,1,151.47,4,16,0
AB_664,0,0,4,0,0,0,6,17,0
AB_665,0,0,3,1,0,0,1,4,0
AB_666,0,0,2,1,2,138.98,7,12,1
AB_667,0,0,3,1,5,67.99,4,21,0
AB_668,0,0,1,1,2,122.97,5,12,0
AB_669,0,0,1,1,3,164.97,5,18,1
AB_670,0,0,1,1,1,194.97,2,5,0
AB_671,0,0,1,1,1,70.99,1,16,0
AB_672,0,0,4,0,1,43.99,6,6,1
AB_673,0,0,2,0,2,53.99,6,18,0
AB_674,0,0,1,1,0,0,4,17,1
AB_675,0,0,3,1,0,0,5,7,1
AB_676,0,0,3,1,3,130.98,6,18,0
AB_677,0,0,3,1,1,151.98,1,14,0
AB_678,0,0,1,0,3,61.99,7,21,0
AB_679,0,0,1,0,0,0,0,11,0
AB_680,0,0,2,1,3,146.97,6,8,0
AB_681,0,0,3,0,5,64.99,6,5,1
AB_682,0,0,1,1,1,66.49,5,14,0
AB_683,0,0,2,0,1,58.99,6,1,0
AB_684,0,0,2,0,0,0,6,30,0
AB_685,0,0,2,1,2,61.49,7,20,0
AB_686,2,97.584,2,1,7,60.99,1,12,1
AB_687,0,0,1,0,0,0,6,22,0
AB_688,0,0,5,1,1,40.99,5,18,0
AB_689,1,38.392,3,1,3,47.99,0,23,0
AB_690,0,0,2,1,0,0,7,14,0
AB_691,0,0,2,0,2,69.98,3,9,1
AB_692,0,0,3,1,0,0,3,19,0
AB_693,0,0,1,0,0,0,7,3,0
AB_694,0,0,4,1,11,63.99,1,1,1
AB_695,0,0,2,0,1,74.49,4,2,1
AB_696,0,0,2,0,0,0,1,10,0
AB_697,0,0,2,1,5,113.98,0,8,0
AB_698,0,0,1,1,0,0,2,19,0
AB_699,0,0,1,1,1,48.99,2,14,0
AB_700,0,0,1,1,1,47.99,5,13,0
AB_701,1,63.49,3,0,6,253.96,6,21,0
AB_702,0,0,1,0,3,65.99,3,1,1
AB_703,0,0,3,1,1,110.98,1,12,0
AB_704,0,0,1,1,1,50.49,4,22,0
AB_705,0,0,3,0,5,63.99,6,3,0
AB_706,0,0,3,1,0,0,4,16,0
AB_707,0,0,3,1,1,44.99,6,20,0
AB_708,0,0,1,0,0,0,4,18,0
AB_709,0,0,3,1,0,0,7,15,0
AB_710,0,0,3,0,1,58.99,2,11,0
AB_711,0,0,4,1,1,122.98,4,10,0
AB_712,0,0,2,0,0,0,7,5,0
AB_713,0,0,2,1,2,69.99,0,17,0
AB_714,0,0,1,1,5,60.99,0,18,0
AB_715,0,0,3,0,2,58.49,4,15,0
AB_716,0,0,1,1,0,0,3,11,0
AB_717,0,0,1,1,2,37.49,7,13,0
AB_718,0,0,1,0,1,60.99,5,1,1
AB_719,0,0,1,1,4,44.99,5,4,0
AB_720,1,70.49,3,0,1,140.98,3,12,0
AB_721,0,0,3,0,0,0,6,18,0
AB_722,0,0,1,1,0,0,5,13,0
AB_723,0,0,1,0,1,197.97,6,17,0
AB_724,0,0,1,0,1,137.98,1,3,1
AB_725,0,0,1,1,4,59.99,2,18,0
AB_726,0,0,1,1,1,64.49,6,6,0
AB_727,0,0,1,0,4,79.99,0,7,0
AB_728,0,0,2,1,2,63.99,5,10,0
AB_729,0,0,1,0,0,0,0,18,1
AB_730,0,0,1,1,0,0,4,10,1
AB_731,0,0,1,1,2,52.99,6,5,1
AB_732,0,0,2,1,0,0,1,2,0
AB_733,1,65.49,3,0,1,65.49,2,13,1
AB_734,2,133.98,3,0,4,66.99,4,17,1
AB_735,0,0,1,0,0,0,7,26,0
AB_736,0,0,3,0,3,59.99,4,15,0
AB_737,0,0,1,0,2,179.97,6,22,0
AB_738,0,0,1,0,1,66.99,7,15,0
AB_739,0,0,3,1,0,0,5,19,0
AB_740,0,0,3,0,1,53.49,7,11,0
AB_741,0,0,3,0,3,47.99,4,20,0
AB_742,1,62.49,3,0,0,0,1,20,1
AB_743,1,43.192,1,1,5,53.99,2,12,1
AB_744,0,0,3,0,2,161.97,7,13,1
AB_745,0,0,1,1,2,71.99,5,15,0
AB_746,0,0,3,1,2,55.49,1,17,0
AB_747,0,0,2,1,4,61.99,6,22,0
AB_748,0,0,3,1,3,62.99,5,3,0
AB_749,0,0,1,0,2,42.99,6,9,0
AB_750,1,66.49,3,0,6,66.49,1,20,1
AB_751,3,158.97,1,0,7,105.98,5,16,1
AB_752,0,0,3,1,5,48.99,5,19,0
AB_753,0,0,3,1,2,335.96,5,26,0
AB_754,0,0,1,1,6,63.49,1,6,0
AB_755,0,0,5,0,0,0,0,2,0
AB_756,0,0,2,0,0,0,4,12,0
AB_757,0,0,3,1,0,0,7,12,1
AB_758,0,0,2,1,0,0,5,26,0
AB_759,0,0,3,0,2,173.97,5,18,0
AB_760,1,61.592,3,1,8,76.99,2,21,0
AB_761,0,0,2,0,0,0,2,18,1
AB_762,0,0,2,0,0,0,5,2,0
AB_763,0,0,1,1,9,60.99,4,22,1
AB_764,0,0,2,1,1,89.98,4,11,1
AB_765,0,0,1,1,0,0,6,1,0
AB_766,0,0,2,0,5,40.99,1,3,0
AB_767,0,0,3,1,3,58.99,1,1,0
AB_768,0,0,1,1,1,148.98,5,20,0
AB_769,0,0,2,0,1,65.99,5,3,1
AB_770,2,83.184,3,1,4,51.99,0,14,1
AB_771,0,0,4,1,5,51.99,6,2,1
AB_772,0,0,1,0,0,0,5,19,0
AB_773,0,0,3,0,0,0,3,25,0
AB_774,0,0,3,0,2,120.98,1,20,0
AB_775,0,0,1,0,1,61.99,4,2,0
AB_776,0,0,1,1,1,69.99,4,9,0
AB_777,0,0,3,0,2,63.99,0,12,1
AB_778,0,0,4,1,0,0,7,18,1
AB_779,0,0,1,0,1,60.99,5,7,0
AB_780,0,0,3,0,3,64.99,0,20,0
AB_781,0,0,3,1,0,0,6,15,0
AB_782,0,0,3,1,1,55.49,5,15,0
AB_783,0,0,3,0,2,129.98,4,18,0
AB_784,0,0,3,1,0,0,4,4,0
AB_785,0,0,1,0,4,121.98,0,22,0
AB_786,0,0,3,1,0,0,1,23,0
AB_787,2,92.784,3,1,2,115.98,0,16,1
AB_788,0,0,3,0,2,57.99,2,12,1
AB_789,0,0,1,1,1,93.98,3,2,0
AB_790,0,0,1,0,0,0,0,22,1
AB_791,0,0,4,1,2,61.99,5,15,1
AB_792,0,0,2,0,2,56.99,2,9,1
AB_793,0,0,1,0,8,72.98,3,16,1
AB_794,0,0,1,1,5,126.98,4,11,1
AB_795,0,0,2,1,0,0,2,22,0
AB_796,0,0,2,0,5,70.99,4,17,0
AB_797,0,0,2,0,3,59.49,2,23,0
AB_798,0,0,1,1,1,82.99,0,2,1
AB_799,0,0,2,0,0,0,1,13,1
AB_800,0,0,3,0,1,69.99,6,13,0
AB_801,0,0,4,1,3,53.99,4,4,1
AB_802,0,0,1,1,0,0,3,7,0
AB_803,0,0,2,1,2,117.98,3,20,0
AB_804,0,0,1,1,0,0,7,13,0
AB_805,0,0,2,1,2,47.99,7,5,0
AB_806,0,0,1,1,1,74.99,2,12,0
AB_807,1,40.792,3,1,5,101.98,0,17,0
AB_808,0,0,4,1,2,60.99,2,17,0
AB_809,0,0,3,0,0,0,5,7,0
AB_810,1,38.99,5,0,1,38.99,6,19,0
AB_811,0,0,3,0,0,0,0,15,0
AB_812,0,0,1,1,4,57.49,2,8,0
AB_813,0,0,1,0,0,0,4,9,0
AB_814,0,0,3,0,4,123.98,1,5,1
AB_815,0,0,1,1,1,61.49,7,22,0
AB_816,0,0,1,0,3,55.99,5,14,1
AB_817,0,0,1,1,1,169.47,5,9,1
AB_818,0,0,2,1,2,78.49,4,22,0
AB_819,0,0,1,0,0,0,6,24,0
AB_820,0,0,1,0,1,60.49,2,14,1
AB_821,1,61.49,1,0,0,0,2,16,1
AB_822,1,52.792,1,1,0,0,5,14,1
AB_823,0,0,1,1,1,50.99,4,11,0
AB_824,1,74.49,3,0,10,74.49,4,10,0
AB_825,2,87.984,2,1,2,54.99,2,3,1
AB_826,0,0,1,1,0,0,7,13,0
AB_827,0,0,2,0,4,64.99,4,24,0
AB_828,0,0,3,0,1,267.96,4,28,0
AB_829,0,0,1,0,4,151.98,7,18,0
AB_830,0,0,2,0,1,112.98,6,14,0
AB_831,0,0,3,1,0,0,4,21,0
AB_832,0,0,5,1,0,0,6,1,1
AB_833,0,0,3,1,6,79.99,5,6,0
AB_834,0,0,3,0,5,97.98,2,11,1
AB_835,0,0,2,0,5,52.49,3,13,0
AB_836,0,0,1,0,4,143.97,0,1,0
AB_837,0,0,1,1,2,49.49,4,8,0
AB_838,0,0,3,1,0,0,6,12,0
AB_839,0,0,2,1,3,63.49,3,5,0
AB_840,0,0,2,0,2,59.49,4,11,0
AB_841,0,0,1,1,3,68.99,1,13,0
AB_842,0,0,1,1,4,58.99,1,8,0
AB_843,0,0,3,1,0,0,6,7,0
AB_844,0,0,3,0,1,126.98,3,16,0
AB_845,0,0,3,0,1,117.98,4,6,0
AB_846,1,44.392,3,1,7,55.49,3,14,0
AB_847,0,0,1,1,2,67.99,0,15,0
AB_848,0,0,1,0,7,129.98,2,1,1
AB_849,0,0,1,1,0,0,5,20,0
AB_850,0,0,2,1,1,58.99,2,21,0
AB_851,0,0,3,1,5,121.98,7,12,0
AB_852,0,0,3,1,2,71.49,0,19,0
AB_853,0,0,3,1,0,0,3,16,0
AB_854,0,0,3,1,0,0,7,14,0
AB_855,0,0,3,1,12,145.98,5,5,0
AB_856,0,0,1,0,0,0,1,18,0
AB_857,1,63.992,5,1,0,0,0,13,1
AB_858,0,0,3,1,0,0,4,6,0
AB_859,0,0,2,1,4,61.99,5,6,0
AB_860,0,0,1,0,1,49.99,0,14,0
AB_861,0,0,1,0,5,36.99,0,12,0
AB_862,0,0,1,1,0,0,1,28,0
AB_863,0,0,1,0,0,0,1,5,1
AB_864,0,0,1,1,0,0,4,20,0
AB_865,0,0,1,0,0,0,5,15,1
AB_866,0,0,1,1,1,123.98,3,9,1
AB_867,0,0,1,1,2,62.99,4,3,0
AB_868,0,0,1,0,4,137.98,6,27,0
AB_869,0,0,2,0,1,69.49,1,12,1
AB_870,0,0,1,1,1,58.99,1,11,1
AB_871,0,0,3,0,0,0,4,3,0
AB_872,0,0,1,0,1,128.98,3,25,0
AB_873,0,0,1,0,0,0,7,4,1
AB_874,0,0,1,1,2,56.99,1,23,0
AB_875,0,0,3,1,1,59.49,1,11,0
AB_876,0,0,3,0,1,49.99,0,22,1
AB_877,1,53.992,4,1,2,202.47,1,14,0
AB_878,0,0,3,1,3,98.98,4,18,0
AB_879,0,0,3,1,1,34.49,0,19,0
AB_880,0,0,2,0,3,127.98,4,22,1
AB_881,0,0,2,1,0,0,4,12,0
AB_882,1,53.592,2,1,0,0,0,9,0
AB_883,0,0,1,0,3,115.98,3,17,1
AB_884,0,0,1,1,0,0,5,29,0
AB_885,0,0,3,0,4,60.49,1,23,1
AB_886,1,66.49,2,0,4,66.49,5,2,1
AB_887,2,99.98,4,0,13,49.99,6,3,0
AB_888,0,0,1,0,2,42.49,5,1,0
AB_889,0,0,3,0,0,0,3,22,0
AB_890,1,55.992,1,1,8,139.98,0,13,0
AB_891,0,0,1,0,0,0,7,8,0
AB_892,0,0,1,0,0,0,5,1,0
AB_893,0,0,1,0,0,0,6,1,1
AB_894,1,57.192,3,1,1,71.49,3,5,0
AB_895,0,0,4,0,4,74.99,1,18,1
AB_896,0,0,3,1,7,44.99,5,10,1
AB_897,0,0,1,0,1,63.99,7,6,1
AB_898,0,0,3,0,2,121.98,5,12,1
AB_899,0,0,2,0,6,67.49,6,9,0
AB_900,0,0,2,1,1,62.99,5,19,0
AB_901,0,0,3,1,0,0,5,8,0
AB_902,0,0,2,1,2,47.49,3,9,0
AB_903,0,0,3,0,1,56.49,4,18,0
AB_904,0,0,3,1,3,69.99,4,26,0
AB_905,0,0,3,0,0,0,1,22,0
AB_906,0,0,3,0,2,132.98,5,3,1
AB_907,0,0,2,1,0,0,3,21,0
AB_908,1,58.49,3,0,1,116.98,0,4,1
AB_909,0,0,2,1,1,37.99,5,23,0
AB_910,0,0,1,0,1,77.49,4,20,0
AB_911,0,0,1,1,2,232.47,1,15,0
AB_912,0,0,4,1,0,0,6,2,1
AB_913,0,0,1,1,0,0,2,19,0
AB_914,0,0,1,0,0,0,2,3,1
AB_915,3,151.176,2,1,9,125.98,0,5,1
AB_916,1,41.592,1,1,2,51.99,0,17,1
AB_917,1,57.49,1,0,9,114.98,0,17,0
AB_918,0,0,5,1,2,64.99,4,3,0
AB_919,0,0,3,0,3,43.99,5,12,0
AB_920,0,0,3,1,2,65.99,5,30,1
AB_921,1,57.99,2,0,2,57.99,3,9,0
AB_922,1,39.192,3,1,19,48.99,1,23,0
AB_923,0,0,1,0,5,111.98,3,15,0
AB_924,0,0,1,0,0,0,5,9,1
AB_925,1,65.99,4,0,1,65.99,2,8,0
AB_926,0,0,1,0,2,58.99,5,5,0
AB_927,0,0,3,0,1,101.98,1,11,0
AB_928,0,0,1,1,1,59.99,5,5,1
AB_929,0,0,3,0,0,0,4,4,1
AB_930,0,0,1,0,2,71.99,0,11,0
AB_931,0,0,2,0,2,69.99,2,14,1
AB_932,0,0,1,0,0,0,1,15,1
AB_933,0,0,1,1,0,0,3,9,0
AB_934,0,0,3,0,2,72.99,5,16,0
AB_935,0,0,1,0,0,0,3,6,1
AB_936,0,0,1,1,0,0,6,9,1
AB_937,0,0,2,0,0,0,3,19,0
AB_938,0,0,3,1,1,141.98,5,17,1
AB_939,0,0,3,0,3,100.98,1,28,0
AB_940,0,0,1,0,0,0,3,15,0
AB_941,0,0,1,0,3,131.98,4,19,1
AB_942,2,113.584,2,1,8,70.99,0,9,1
AB_943,0,0,3,1,0,0,5,19,0
AB_944,0,0,1,0,0,0,0,16,0
AB_945,0,0,3,1,0,0,4,12,1
AB_946,0,0,3,1,1,45.99,2,24,0
AB_947,0,0,1,1,0,0,6,1,1
AB_948,0,0,3,0,2,59.99,0,18,0
AB_949,0,0,3,1,15,70.49,3,16,0
AB_950,0,0,1,0,1,73.99,4,3,0
AB_951,0,0,3,1,3,58.99,0,23,0
AB_952,0,0,2,1,0,0,0,20,0
AB_953,0,0,2,0,2,46.99,6,11,0
AB_954,0,0,3,0,0,0,6,12,1
AB_955,0,0,3,1,1,65.99,0,4,0
AB_956,0,0,1,0,1,58.99,4,16,1
AB_957,0,0,1,1,2,58.99,1,5,1
AB_958,0,0,1,0,1,61.99,5,11,1
AB_959,1,64.49,1,0,1,64.49,4,15,1
AB_960,1,49.592,4,1,0,0,4,6,1
AB_961,0,0,2,1,1,74.99,1,16,0
AB_962,1,53.99,2,0,4,107.98,1,17,0
AB_963,0,0,3,0,7,58.99,5,13,0
AB_964,0,0,4,0,1,56.49,0,22,0
AB_965,2,132.98,2,0,8,66.49,2,1,0
AB_966,1,60.49,2,0,7,120.98,1,9,0
AB_967,0,0,1,0,2,118.98,4,12,1
AB_968,0,0,1,0,0,0,5,10,1
AB_969,0,0,2,0,0,0,1,14,0
AB_970,1,41.592,3,1,3,51.99,0,12,1
AB_971,0,0,1,0,0,0,4,14,0
AB_972,0,0,2,1,0,0,3,16,0
AB_973,0,0,2,1,0,0,4,12,0
AB_974,0,0,3,0,0,0,4,2,0
AB_975,0,0,3,0,6,57.49,0,14,0
AB_976,0,0,1,0,1,125.98,4,16,1
AB_977,0,0,3,0,3,68.99,1,22,0
AB_978,0,0,1,1,2,49.99,1,16,0
AB_979,1,54.392,2,1,1,67.99,0,13,1
AB_980,0,0,1,1,0,0,7,14,0
AB_981,0,0,3,1,2,171.96,2,15,0
AB_982,0,0,1,1,2,69.49,7,4,0
AB_983,0,0,1,1,0,0,0,25,0
AB_984,0,0,1,0,7,111.98,7,22,0
AB_985,0,0,1,1,1,84.99,2,19,0
AB_986,0,0,2,1,6,64.99,2,29,0
AB_987,0,0,3,1,0,0,5,5,0
AB_988,0,0,1,1,0,0,6,14,1
AB_989,0,0,3,1,0,0,6,10,0
AB_990,0,0,2,0,1,59.49,7,9,0
AB_991,0,0,1,1,0,0,1,21,0
AB_992,0,0,1,0,2,54.99,3,21,0
AB_993,0,0,1,1,3,74.99,0,10,0
AB_994,0,0,1,0,4,64.49,6,1,0
AB_995,0,0,3,0,1,63.99,2,13,0
AB_996,0,0,1,1,10,121.98,6,10,0
AB_997,0,0,2,1,2,77.49,2,1,1
AB_998,0,0,2,0,0,0,2,13,1
AB_999,1,46.392,2,1,6,115.98,2,25,1
AB_1000,0,0,1,1,0,0,5,12,0
AB_1001,0,0,3,0,0,0,4,11,0
AB_1002,0,0,3,1,2,70.99,1,10,1
AB_1003,0,0,2,1,0,0,5,10,1
AB_1004,0,0,1,1,3,67.99,1,6,1
AB_1005,0,0,2,0,0,0,0,18,0
AB_1006,0,0,1,0,2,60.49,4,9,0
AB_1007,0,0,3,0,2,86.99,0,11,0
AB_1008,0,0,3,0,0,0,1,9,0
AB_1009,0,0,2,1,4,65.49,1,2,0
AB_1010,0,0,1,0,4,101.98,7,21,0
AB_1011,0,0,3,0,0,0,1,15,0
AB_1012,0,0,2,1,3,141.98,5,7,1
AB_1013,0,0,1,1,4,97.98,2,23,0
AB_1014,0,0,1,1,2,47.99,4,4,0
AB_1015,0,0,2,1,9,125.98,5,11,0
AB_1016,0,0,1,1,3,60.49,1,17,0
AB_1017,2,123.984,3,1,2,154.98,6,15,1
AB_1018,0,0,3,1,0,0,4,16,0
AB_1019,1,83.99,3,0,4,251.97,3,23,0
AB_1020,0,0,3,1,0,0,6,24,0
AB_1021,0,0,2,1,1,121.98,1,19,0
AB_1022,0,0,1,0,0,0,2,8,0
AB_1023,0,0,1,0,1,59.99,2,19,0
AB_1024,1,55.192,3,1,1,137.98,2,24,1
AB_1025,0,0,3,1,0,0,7,13,0
AB_1026,0,0,1,1,0,0,6,13,0
AB_1027,0,0,2,0,0,0,5,21,0
AB_1028,0,0,1,0,1,82.49,4,18,1
AB_1029,1,59.192,2,1,1,73.99,2,8,1
AB_1030,0,0,2,0,1,113.98,1,22,0
AB_1031,0,0,1,1,0,0,1,16,0
AB_1032,0,0,2,1,0,0,3,8,0
AB_1033,0,0,3,1,2,48.99,5,9,0
AB_1034,0,0,3,1,5,60.49,5,2,1
AB_1035,0,0,3,1,3,70.99,7,10,1
AB_1036,0,0,1,0,0,0,4,15,0
AB_1037,0,0,1,1,0,0,2,9,1
AB_1038,0,0,2,1,6,52.49,3,5,0
AB_1039,0,0,1,0,1,164.97,5,15,0
AB_1040,0,0,3,0,0,0,3,7,0
AB_1041,0,0,1,0,0,0,0,24,0
AB_1042,0,0,1,1,3,119.98,1,19,1
AB_1043,0,0,3,1,0,0,6,1,1
AB_1044,0,0,3,1,1,79.99,6,22,0
AB_1045,0,0,3,0,4,67.99,3,22,0
AB_1046,0,0,1,0,1,65.99,0,1,0
AB_1047,0,0,2,0,0,0,6,13,0
AB_1048,0,0,3,1,2,54.99,5,11,0
AB_1049,0,0,3,0,1,143.98,4,12,0
AB_1050,0,0,3,0,2,43.99,5,1,1
AB_1051,0,0,5,1,0,0,1,5,1
AB_1052,0,0,3,0,0,0,5,25,0
AB_1053,0,0,1,0,1,57.99,0,12,0
AB_1054,0,0,3,1,4,53.49,6,19,0
AB_1055,0,0,1,1,4,76.99,6,12,1
AB_1056,0,0,3,1,2,55.99,4,25,0
AB_1057,0,0,1,1,0,0,2,3,0
AB_1058,0,0,3,1,4,144.98,2,2,0
AB_1059,2,92.98,3,0,7,46.49,0,16,0
AB_1060,0,0,2,1,1,135.98,0,4,0
AB_1061,2,83.184,4,1,9,51.99,5,17,0
AB_1062,0,0,4,0,3,63.49,6,8,0
AB_1063,0,0,1,1,3,128.97,6,17,1
AB_1064,0,0,3,1,2,50.99,2,21,1
AB_1065,0,0,1,1,0,0,2,17,1
AB_1066,0,0,3,0,3,63.49,5,12,1
AB_1067,0,0,2,0,3,73.99,2,2,1
AB_1068,0,0,3,1,0,0,6,12,0
AB_1069,1,66.99,3,0,6,66.99,5,18,1
AB_1070,0,0,3,0,5,85.99,0,9,0
AB_1071,0,0,1,1,0,0,7,18,0
AB_1072,0,0,2,1,0,0,5,10,0
AB_1073,1,62.49,3,0,8,62.49,5,20,0
AB_1074,0,0,1,1,1,65.99,0,20,0
AB_1075,0,0,2,1,1,157.47,5,10,1
AB_1076,0,0,1,1,6,65.99,4,16,1
AB_1077,0,0,2,0,3,67.99,2,24,0
AB_1078,0,0,1,0,1,69.49,5,3,0
AB_1079,0,0,2,0,1,164.97,1,22,1
AB_1080,0,0,3,0,2,71.99,4,10,0
AB_1081,0,0,3,0,1,58.99,4,18,0
AB_1082,0,0,2,0,0,0,1,18,0
AB_1083,1,51.99,3,0,3,103.98,1,25,1
AB_1084,0,0,1,1,0,0,0,17,1
AB_1085,0,0,3,0,1,48.99,6,10,0
AB_1086,0,0,3,0,3,117.98,7,21,0
AB_1087,0,0,2,1,2,105.98,1,3,1
AB_1088,0,0,4,1,0,0,6,22,1
AB_1089,0,0,1,1,3,64.99,0,5,0
AB_1090,0,0,3,0,1,79.99,0,11,0
AB_1091,0,0,1,0,0,0,3,10,1
AB_1092,0,0,3,0,1,108.98,5,12,1
AB_1093,0,0,4,1,0,0,5,19,0
AB_1094,0,0,1,1,0,0,5,6,1
AB_1095,0,0,2,1,5,53.99,6,18,0
AB_1096,0,0,1,0,3,170.97,7,19,1
AB_1097,0,0,1,0,1,53.99,1,18,0
AB_1098,0,0,3,1,2,56.49,4,20,0
AB_1099,0,0,5,0,0,0,4,17,0
AB_1100,0,0,1,0,5,57.99,1,20,0
AB_1101,0,0,1,0,0,0,6,17,0
AB_1102,0,0,2,0,0,0,7,9,0
AB_1103,0,0,2,0,3,200.97,5,20,0
AB_1104,0,0,1,0,3,48.49,5,15,1
AB_1105,0,0,1,1,5,95.98,2,16,0
AB_1106,0,0,4,1,5,52.99,5,5,0
AB_1107,0,0,2,1,1,170.97,5,3,0
AB_1108,0,0,3,1,1,76.99,7,14,0
AB_1109,0,0,3,0,3,49.49,2,8,0
AB_1110,0,0,5,1,0,0,3,25,0
AB_1111,0,0,1,1,5,62.99,1,16,0
AB_1112,0,0,3,1,1,51.99,7,20,0
AB_1113,0,0,4,1,6,196.47,2,15,0
AB_1114,0,0,1,0,1,72.49,0,6,1
AB_1115,0,0,3,0,3,71.99,1,19,0
AB_1116,0,0,1,1,0,0,5,14,0
AB_1117,0,0,3,0,3,145.98,5,5,0
AB_1118,0,0,1,0,7,76.49,4,2,1
AB_1119,0,0,1,0,2,53.99,0,11,0
AB_1120,0,0,2,0,3,111.98,1,19,0
AB_1121,2,164.98,3,0,12,247.47,6,19,0
AB_1122,0,0,2,0,0,0,5,13,1
AB_1123,0,0,1,0,1,54.99,5,15,1
AB_1124,0,0,1,1,1,179.97,1,9,0
AB_1125,0,0,1,0,0,0,2,8,0
AB_1126,0,0,3,1,2,122.98,5,18,0
